AC,ID,DE,TP
PF02749.19,QRPTase_N,"Quinolinate phosphoribosyl transferase, N-terminal domain",Domain
PF18226.4,QslA_E,LasR-specific antiactivator QslA chain E,Domain
PF18108.4,QSOX_Trx1,QSOX Trx-like domain,Domain
PF13652.9,QSregVF,Putative quorum-sensing-regulated virulence factor,Domain
PF12843.10,QSregVF_b,Putative quorum-sensing-regulated virulence factor,Family
PF16274.8,Qua1,Qua1 domain,Domain
PF16551.8,Quaking_NLS,Putative nuclear localisation signal of quaking,Domain
PF06508.16,QueC,Queuosine biosynthesis protein QueC,Domain
PF14489.9,QueF,QueF-like protein,Domain
PF14819.9,QueF_N,"Nitrile reductase, 7-cyano-7-deazaguanine-reductase N-term",Domain
PF08331.13,QueG_DUF1730,"Epoxyqueuosine reductase QueG, DUF1730",Family
PF02677.17,QueH,Epoxyqueuosine reductase QueH,Family
PF14027.9,Questin_oxidase,Questin oxidase-like,Family
PF06177.14,QueT,QueT transporter,Family
PF02547.18,Queuosine_synth,Queuosine biosynthesis protein,Family
PF17064.8,QVR,Sleepless protein,Domain
PF04484.15,QWRF,QWRF family,Family
PF10343.12,Q_salvage,"Potential Queuosine, Q, salvage protein family",Family
PF11463.11,R-HINP1I,R.HinP1I restriction endonuclease,Family
PF18299.4,R2K_2,"ATP-grasp domain, R2K clade family 2",Domain
PF14243.9,R2K_3,"ATP-grasp domain, R2K clade family 3",Domain
PF01424.25,R3H,R3H domain,Domain
PF13902.9,R3H-assoc,R3H-associated N-terminal domain,Domain
PF00788.26,RA,Ras association (RalGDS/AF-6) domain,Domain
PF15208.9,Rab15_effector,Rab15 effector,Family
PF19533.2,Rab3-GAP_cat_C,Rab3 GTPase-activating protein catalytic subunit C-terminal,Domain
PF13890.9,Rab3-GTPase_cat,Rab3 GTPase-activating protein catalytic subunit,Family
PF14656.9,RAB3GAP2_C,Rab3 GTPase-activating protein regulatory subunit C-terminus,Family
PF14655.9,RAB3GAP2_N,Rab3 GTPase-activating protein regulatory subunit N-terminus,Family
PF09311.14,Rab5-bind,Rabaptin-like protein,Coiled-coil
PF03528.18,Rabaptin,Rabaptin,Coiled-coil
PF00566.21,RabGAP-TBC,Rab-GTPase-TBC domain,Family
PF07711.14,RabGGT_insert,"Rab geranylgeranyl transferase alpha-subunit, insert domain",Domain
PF16704.8,Rab_bind,Rab binding domain,Domain
PF04698.15,Rab_eff_C,Rab effector MyRIP/melanophilin C-terminus,Family
PF09632.13,Rac1,Rac1-binding domain,Domain
PF14574.9,RACo_C_ter,C-terminal domain of RACo the ASKHA domain,Family
PF17650.4,RACo_linker,RACo linker region,Family
PF17651.4,Raco_middle,RACo middle region,Family
PF16717.8,RAC_head,Ribosome-associated complex head domain,Domain
PF02144.19,Rad1,Repair protein Rad1/Rec1/Rad17,Family
PF03834.17,Rad10,Binding domain of DNA repair protein Ercc1 (rad10/Swi10),Family
PF03215.18,Rad17,Rad17 P-loop domain,Domain
PF04824.19,Rad21_Rec8,Conserved region of Rad21 / Rec8 like protein,Family
PF04825.16,Rad21_Rec8_N,N terminus of Rad21 / Rec8 like protein,Family
PF08730.13,Rad33,Rad33,Family
PF03835.18,Rad4,Rad4 transglutaminase-like domain,Domain
PF04423.17,Rad50_zn_hook,Rad50 zinc hook motif,Motif
PF08423.14,Rad51,Rad51,Domain
PF15696.8,RAD51_interact,RAD51 interacting motif,Family
PF04098.18,Rad52_Rad22,Rad52/22 family double-strand break repair protein,Family
PF08658.13,Rad54_N,Rad54 N terminal,Family
PF11976.11,Rad60-SLD,Ubiquitin-2 like Rad60 SUMO-like,Family
PF13881.9,Rad60-SLD_2,Ubiquitin-2 like Rad60 SUMO-like,Domain
PF04139.16,Rad9,Rad9,Family
PF08605.13,Rad9_Rad53_bind,Fungal Rad9-like Rad53-binding,Family
PF04002.18,RadC,RadC-like JAB domain,Family
PF04712.15,Radial_spoke,Radial spokehead-like protein,Family
PF06098.14,Radial_spoke_3,Radial spoke protein 3,Family
PF04055.24,Radical_SAM,Radical SAM superfamily,Domain
PF19238.2,Radical_SAM_2,Radical SAM-like domain,Domain
PF16199.8,Radical_SAM_C,Radical_SAM C-terminal domain,Family
PF08497.13,Radical_SAM_N,Radical SAM N-terminal,Family
PF19864.2,Radical_SAM_N2,"Radical SAM proteins, N-terminal",Domain
PF18579.4,Raf1_HTH,Rubisco accumulation factor 1 helix turn helix domain,Domain
PF18578.4,Raf1_N,Rubisco accumulation factor 1 alpha helical domain,Domain
PF05691.15,Raffinose_syn,Raffinose synthase or seed imbibition protein Sip1,Family
PF15250.9,Raftlin,Raftlin,Family
PF12940.10,RAG1,"Recombination-activation protein 1 (RAG1), recombinase",Family
PF12560.11,RAG1_imp_bd,RAG1 importin binding,Family
PF03089.17,RAG2,Recombination activating protein 2,Repeat
PF13341.9,RAG2_PHD,RAG2 PHD domain,Domain
PF03913.16,Ragweed_pollen,Ragweed group 5 pollen allergen,Family
PF08652.14,RAI1,RAI1 like PD-(D/E)XK nuclease,Family
PF10257.12,RAI16-like,Retinoic acid induced 16-like protein,Repeat
PF11058.11,Ral,Antirestriction protein Ral,Family
PF05498.14,RALF,Rapid ALkalinization Factor (RALF),Family
PF18248.4,RalF_SCD,RalF C-terminal Sec-7 capping domain,Domain
PF20412.1,RALGAPB_N,RALGAPB N-terminal domain,Domain
PF15320.9,RAM,"mRNA cap methylation, RNMT-activating mini protein",Family
PF18755.4,RAMA,Restriction Enzyme Adenine Methylase Associated,Domain
PF04901.16,RAMP,Receptor activity modifying family,Family
PF06624.15,RAMP4,Ribosome associated membrane protein RAMP4,Family
PF03787.18,RAMPs,RAMP superfamily,Family
PF19402.2,RamS,Lanthionine-containing peptide SapB precursor RamS,Family
PF05508.14,Ran-binding,RanGTP-binding protein,Family
PF07834.14,RanGAP1_C,RanGAP1 C-terminal domain,Domain
PF18278.4,RANK_CRD_2,Receptor activator of the NF-KB cysteine-rich repeat domain 2,Domain
PF00638.21,Ran_BP1,RanBP1 domain,Domain
PF08373.13,RAP,RAP domain,Domain
PF03085.18,RAP-1,Rhoptry-associated protein 1 (RAP-1),Family
PF07218.14,RAP1,Rhoptry-associated protein 1 (RAP-1),Family
PF09197.13,Rap1-DNA-bind,"Rap1, DNA-binding",Domain
PF18602.4,Rap1a,Rap1a immunity proteins,Domain
PF11626.11,Rap1_C,TRF2-interacting telomeric protein/Rap1 - C terminal domain,Family
PF18282.4,RAP80_UIM,RAP80 N-terminal ubiquitin interaction motif,Domain
PF12137.11,RapA_C,RNA polymerase recycling family C-terminal,Domain
PF18801.4,RapH_N,"response regulator aspartate phosphatase H, N terminal",Family
PF10579.12,Rapsyn_N,Rapsyn N-terminal myristoylation and linker region,Repeat
PF14538.9,Raptor_N,Raptor N-terminal CASPase like domain,Domain
PF02145.18,Rap_GAP,Rap/ran-GAP,Family
PF00071.25,Ras,Ras family,Domain
PF00616.22,RasGAP,GTPase-activator protein for Ras-like GTPase,Family
PF03836.18,RasGAP_C,RasGAP C-terminus,Family
PF00617.22,RasGEF,RasGEF domain,Family
PF00618.23,RasGEF_N,RasGEF N-terminal motif,Domain
PF14663.9,RasGEF_N_2,Rapamycin-insensitive companion of mTOR RasGEF_N domain,Domain
PF14847.9,Ras_bdg_2,Ras-binding domain of Byr2,Domain
PF12234.11,Rav1p_C,RAVE protein 1 C terminal,Family
PF16207.8,RAWUL,RAWUL domain RING finger- and WD40-associated ubiquitin-like,Domain
PF12768.10,Rax2,Cortical protein marker for cell polarity,Family
PF08169.14,RBB1NT,RBB1NT (NUC162) domain,Domain
PF12338.11,RbcS,"Ribulose-1,5-bisphosphate carboxylase small subunit",Family
PF02341.18,RbcX,RbcX protein,Family
PF02196.18,RBD,Raf-like Ras-binding domain,Domain
PF09457.13,RBD-FIP,FIP domain,Motif
PF06593.14,RBDV_coat,Raspberry bushy dwarf virus coat protein,Family
PF02033.21,RBFA,Ribosome-binding factor A,Family
PF08081.14,RBM1CTR,RBM1CTR (NUC064) family,Family
PF15519.9,RBM39linker,linker between RRM2 and RRM3 domains in RBM39 protein,Domain
PF13397.9,RbpA,RNA polymerase-binding protein,Family
PF14752.9,RBP_receptor,Retinol binding protein receptor,Family
PF17208.6,RBR,RNA binding Region,Family
PF05025.16,RbsD_FucU,RbsD / FucU transport protein family,Family
PF11464.11,Rbsn,Rabenosyn Rab binding domain,Domain
PF18113.4,Rbx_binding,Rubredoxin binding C-terminal domain,Domain
PF01858.20,RB_A,Retinoblastoma-associated protein A domain,Domain
PF01857.23,RB_B,Retinoblastoma-associated protein B domain,Domain
PF08934.13,Rb_C,Rb C-terminal domain,Domain
PF10657.12,RC-P840_PscD,Photosystem P840 reaction centre protein PscD,Family
PF00415.21,RCC1,Regulator of chromosome condensation (RCC1) repeat,Repeat
PF13540.9,RCC1_2,Regulator of chromosome condensation (RCC1) repeat,Repeat
PF06405.14,RCC_reductase,Red chlorophyll catabolite reductase (RCC reductase),Family
PF04078.16,Rcd1,"Cell differentiation family, Rcd1-like",Repeat
PF15725.8,RCDG1,Renal cancer differentiation gene 1 protein,Family
PF02517.19,Rce1-like,Type II CAAX prenyl endopeptidase Rce1-like,Family
PF11776.11,RcnB,Nickel/cobalt transporter regulator,Family
PF16971.8,RcpB,"Rough colony protein B, tight adherence - tad - subunit",Family
PF16976.8,RcpC,Flp pilus assembly protein RcpC/CpaB,Family
PF12273.11,RCR,"Chitin synthesis regulation, resistance to Congo red",Family
PF07326.14,RCS1,Regulator of chromosome segregation 1,Family
PF09456.13,RcsC,RcsC Alpha-Beta-Loop (ABL),Domain
PF05177.15,RCSD,RCSD region,Family
PF16359.8,RcsD_ABL,RcsD-ABL domain,Domain
PF16358.8,RcsF,RcsF lipoprotein,Family
PF14473.9,RD3,RD3 protein,Family
PF06271.15,RDD,RDD family,Family
PF09187.13,RdDM_RDM1,RNA-directed DNA methylation 1,Domain
PF04381.15,RdgC,"Putative exonuclease, RdgC",Family
PF11002.11,RDM,RFPL defining motif (RDM),Domain
PF05183.15,RdRP,RNA dependent RNA polymerase,Family
PF00680.23,RdRP_1,Viral RNA-dependent RNA polymerase,Family
PF00978.24,RdRP_2,RNA dependent RNA polymerase,Family
PF00998.26,RdRP_3,Viral RNA dependent RNA polymerase,Family
PF02123.19,RdRP_4,Viral RNA-directed RNA-polymerase,Family
PF07925.14,RdRP_5,Reovirus RNA-dependent RNA polymerase lambda 3,Family
PF09231.13,RDV-p3,Rice dwarf virus p3,Family
PF10262.12,Rdx,Rdx family,Family
PF16814.8,Read-through,Read-through domain,Domain
PF11747.11,RebB,Killing trait,Family
PF18501.4,REC1,Alpha helical recognition lobe domain,Domain
PF17378.5,REC104,Meiotic recombination protein REC104,Family
PF15165.9,REC114-like,Meiotic recombination protein REC114-like,Family
PF00154.24,RecA,recA bacterial DNA recombination protein,Family
PF16786.8,RecA_dep_nuc,"Recombination enhancement, RecA-dependent nuclease",Domain
PF17946.4,RecC_C,RecC C-terminal domain,Domain
PF11465.11,Receptor_2B4,Natural killer cell receptor 2B4,Domain
PF11548.11,Receptor_IA-2,Protein-tyrosine phosphatase receptor IA-2,Family
PF01030.27,Recep_L_domain,Receptor L domain,Repeat
PF19833.2,RecG_dom3_C,"ATP-dependent DNA helicase RecG, domain 3, C-terminal",Domain
PF17190.7,RecG_N,RecG N-terminal helical domain,Domain
PF17191.7,RecG_wedge,RecG wedge domain,Domain
PF17768.4,RecJ_OB,RecJ OB domain,Domain
PF07508.16,Recombinase,Recombinase,Domain
PF02565.18,RecO_C,Recombination protein O C terminal,Family
PF11967.11,RecO_N,Recombination protein O N terminal,Domain
PF13114.9,RecO_N_2,RecO N terminal,Domain
PF06959.14,RecQ5,RecQ helicase protein-like 5 (RecQ5),Family
PF16124.8,RecQ_Zn_bind,RecQ zinc-binding,Domain
PF02132.18,RecR,RecR protein,Family
PF03837.17,RecT,RecT family,Family
PF03838.17,RecU,Recombination protein U,Domain
PF02631.19,RecX,RecX family,Family
PF07964.14,Red1,Rec10 / Red1,Family
PF08534.13,Redoxin,Redoxin,Domain
PF14759.9,Reductase_C,Reductase C-terminal,Domain
PF07807.14,RED_C,RED-like protein C-terminal region,Family
PF07808.16,RED_N,RED-like protein N-terminal region,Family
PF02014.19,Reeler,Reeler domain,Family
PF05755.15,REF,Rubber elongation factor protein (REF),Family
PF10715.12,REGB_T4,T4-page Endoribonuclease RegB,Domain
PF18561.4,Regnase_1_C,Endoribonuclease Regnase 1/ ZC3H12 C-terminal domain,Domain
PF11495.11,Regulator_TrmB,Archaeal transcriptional regulator TrmB,Family
PF07494.14,Reg_prop,Two component regulator propeller,Repeat
PF02010.18,REJ,REJ domain,Family
PF03432.17,Relaxase,Relaxase/Mobilisation nuclease domain,Family
PF19296.2,RelA_AH_RIS,"RelA/SpoT, AH and RIS domains",Domain
PF04607.20,RelA_SpoT,Region found in RelA / SpoT proteins,Family
PF04221.15,RelB,RelB antitoxin,Domain
PF16180.8,RelB_leu_zip,RelB leucine zipper,Domain
PF18506.4,RelB_N,RelB Antitoxin alpha helical domain,Domain
PF16181.8,RelB_transactiv,RelB transactivation domain,Domain
PF06296.15,RelE,RelE toxin of RelE / RelB toxin-antitoxin system,Domain
PF12606.11,RELT,Tumour necrosis factor receptor superfamily member 19,Family
PF03763.16,Remorin_C,"Remorin, C-terminal region",Family
PF03766.16,Remorin_N,"Remorin, N-terminal region",Family
PF07850.17,Renin_r,Renin receptor-like protein,Family
PF08978.13,Reoviridae_Vp9,Reoviridae VP9,Domain
PF00979.20,Reovirus_cap,"Reovirus outer capsid protein, Sigma 3",Family
PF06016.14,Reovirus_L2,Reovirus core-spike protein lambda-2 (L2),Family
PF05993.15,Reovirus_M2,Reovirus major virion structural protein Mu-1/Mu-1C (M2),Family
PF07781.14,Reovirus_Mu2,Reovirus minor core protein Mu-2,Family
PF06043.14,Reo_P9,Reovirus P9-like family,Family
PF01664.19,Reo_sigma1,Reovirus viral attachment protein sigma 1,Family
PF04582.15,Reo_sigmaC,Reovirus sigma C capsid protein C-terminal domain,Domain
PF17750.4,Reo_sigmaC_M,Reovirus sigma C capsid protein triple beta spiral,Family
PF04057.15,Rep-A_N,"Replication factor-A protein 1, N-terminal domain",Domain
PF08048.15,RepA1_leader,Tap RepA1 leader peptide,Family
PF04796.15,RepA_C,Plasmid encoded RepA protein,Family
PF06970.14,RepA_N,Replication initiator protein A (RepA) N-terminus,Family
PF16900.8,REPA_OB_2,Replication protein A OB domain,Domain
PF07506.14,RepB,RepB plasmid partitioning protein,Family
PF10723.12,RepB-RCR_reg,Replication regulatory protein RepB,Domain
PF16793.8,RepB_primase,RepB DNA-primase from phage plasmid,Domain
PF06504.14,RepC,Replication protein C (RepC),Family
PF05732.14,RepL,Firmicute plasmid replication protein (RepL),Family
PF03090.20,Replicase,Replicase family,Family
PF13814.9,Replic_Relax,Replication-relaxation,Family
PF11423.11,Repressor_Mnt,Regulatory protein Mnt,Family
PF01421.22,Reprolysin,Reprolysin (M12B) family zinc metalloprotease,Domain
PF13574.9,Reprolysin_2,Metallo-peptidase family M12B Reprolysin-like,Domain
PF13582.9,Reprolysin_3,Metallo-peptidase family M12B Reprolysin-like,Domain
PF13583.9,Reprolysin_4,Metallo-peptidase family M12B Reprolysin-like,Domain
PF13688.9,Reprolysin_5,Metallo-peptidase family M12,Family
PF20199.1,RepSA,"Replication initiator protein, pSAM2",Family
PF01446.20,Rep_1,Replication protein,Family
PF17873.4,Rep_1B,Replicase polyprotein 1ab,Domain
PF01719.20,Rep_2,Plasmid replication protein,Family
PF01051.24,Rep_3,Initiator Replication protein,Family
PF05797.14,Rep_4,Yeast trans-acting factor (REP1/REP2),Family
PF08661.14,Rep_fac-A_3,Replication factor A protein 3,Domain
PF08646.13,Rep_fac-A_C,Replication factor-A C terminal domain,Family
PF08542.14,Rep_fac_C,Replication factor C C-terminal domain,Domain
PF08724.13,Rep_N,Rep protein catalytic domain like,Domain
PF06926.14,Rep_Org_C,Putative replisome organiser protein C-terminus,Family
PF02486.22,Rep_trans,Replication initiation factor,Family
PF03248.16,Rer1,Rer1 family,Family
PF08808.14,RES,RES domain,Domain
PF05140.17,ResB,ResB-like family,Family
PF04851.18,ResIII,"Type III restriction enzyme, res subunit",Family
PF06954.14,Resistin,Resistin,Family
PF00239.24,Resolvase,"Resolvase, N terminal domain",Domain
PF14948.9,RESP18,RESP18 domain,Family
PF00072.27,Response_reg,Response regulator receiver domain,Domain
PF19192.3,Response_reg_2,Response receiver domain,Domain
PF11407.11,RestrictionMunI,Type II restriction enzyme MunI,Family
PF11487.11,RestrictionSfiI,Type II restriction enzyme SfiI,Family
PF18528.4,Ret2_MD,RNA editing 3' terminal uridylyl transferase 2 middle domain,Domain
PF11891.11,RETICULATA-like,Protein RETICULATA-related,Family
PF02453.20,Reticulon,Reticulon,Family
PF15449.9,Retinal,Retinal protein,Family
PF04527.15,Retinin_C,Drosophila Retinin like protein,Family
PF03732.20,Retrotrans_gag,Retrotransposon gag protein,Family
PF14223.9,Retrotran_gag_2,gag-polypeptide of LTR copia-type,Family
PF14244.9,Retrotran_gag_3,gag-polypeptide of LTR copia-type,Family
PF17241.5,Retrotran_gag_4,Ty5 Gag N-terminal region,Domain
PF02813.17,Retro_M,Retroviral M domain,Family
PF17756.4,RET_CLD1,RET Cadherin like domain 1,Domain
PF17812.4,RET_CLD3,RET Cadherin like domain 3,Domain
PF17813.4,RET_CLD4,RET Cadherin like domain 4,Domain
PF00424.21,REV,REV protein (anti-repression trans-activator protein),Family
PF16727.8,REV1_C,DNA repair protein REV1 C-terminal domain,Domain
PF15969.8,RexA,"Intracellular sensor of Lambda phage, Abi component",Family
PF15968.8,RexB,"Membrane-anchored ion channel, Abi component",Family
PF09545.13,RE_AccI,AccI restriction endonuclease,Family
PF09665.13,RE_Alw26IDE,Type II restriction endonuclease (RE_Alw26IDE),Family
PF09491.13,RE_AlwI,AlwI restriction endonuclease,Family
PF09499.13,RE_ApaLI,ApaLI-like restriction endonuclease,Family
PF18062.4,RE_AspBHI_N,Restriction endonuclease AspBHI N-terminal,Domain
PF09549.13,RE_Bpu10I,Bpu10I restriction endonuclease,Family
PF18643.4,RE_BsaWI,BsaWI restriction endonuclease type 2,Domain
PF09504.13,RE_Bsp6I,Bsp6I restriction endonuclease,Family
PF09552.13,RE_BstXI,BstXI restriction endonuclease,Family
PF09516.13,RE_CfrBI,CfrBI restriction endonuclease,Family
PF09517.13,RE_Eco29kI,Eco29kI restriction endonuclease,Family
PF09553.13,RE_Eco47II,Eco47II restriction endonuclease,Family
PF14511.9,RE_EcoO109I,Type II restriction endonuclease EcoO109I,Family
PF19778.2,RE_endonuc,Endonuclease domain,Domain
PF09554.13,RE_HaeII,HaeII restriction endonuclease,Family
PF09556.13,RE_HaeIII,HaeIII restriction endonuclease,Family
PF09518.13,RE_HindIII,HindIII restriction endonuclease,Family
PF09519.13,RE_HindVP,HindVP restriction endonuclease,Family
PF09561.13,RE_HpaII,HpaII restriction endonuclease,Family
PF09563.13,RE_LlaJI,LlaJI restriction endonuclease,Family
PF09562.13,RE_LlaMI,LlaMI restriction endonuclease,Family
PF09567.13,RE_MamI,MamI restriction endonuclease,Family
PF09568.13,RE_MjaI,MjaI restriction endonuclease,Family
PF09564.13,RE_NgoBV,NgoBV restriction endonuclease,Family
PF09565.13,RE_NgoFVII,NgoFVII restriction endonuclease,Domain
PF09521.13,RE_NgoPII,NgoPII restriction endonuclease,Family
PF09522.13,RE_R_Pab1,R.Pab1 restriction endonuclease,Domain
PF09566.13,RE_SacI,SacI restriction endonuclease,Family
PF09569.13,RE_ScaI,ScaI restriction endonuclease,Family
PF09570.13,RE_SinI,SinI restriction endonuclease,Family
PF09573.13,RE_TaqI,TaqI restriction endonuclease,Family
PF09520.13,RE_TdeIII,"Type II restriction endonuclease, TdeIII",Family
PF09572.13,RE_XamI,XamI restriction endonuclease,Family
PF09571.13,RE_XcyI,XcyI restriction endonuclease,Family
PF00472.23,RF-1,RF-1 domain,Family
PF16658.8,RF3_C,"Class II release factor RF3, C-terminal domain",Domain
PF11109.11,RFamide_26RFa,Orexigenic neuropeptide Qrfp/P518,Family
PF08519.15,RFC1,Replication factor RFC1 C terminal domain,Domain
PF04506.16,Rft-1,Rft protein,Family
PF04589.16,RFX1_trans_act,RFX1 transcription activation region,Family
PF14621.9,RFX5_DNA_bdg,RFX5 DNA-binding domain,Domain
PF18326.4,RFX5_N,RFX5 N-terminal domain,Domain
PF15289.9,RFXA_RFXANK_bdg,Regulatory factor X-associated C-terminal binding domain,Domain
PF02257.18,RFX_DNA_binding,RFX DNA-binding domain,Domain
PF15151.9,RGCC,Response gene to complement 32 protein family,Family
PF10843.11,RGI1,Respiratory growth induced protein 1,Family
PF18370.4,RGI_lyase,Rhamnogalacturonan I lyases beta-sheet domain,Domain
PF06534.16,RGM_C,Repulsive guidance molecule (RGM) C-terminus,Family
PF06535.15,RGM_N,Repulsive guidance molecule (RGM) N-terminus,Family
PF03214.16,RGP,Reversibly glycosylated polypeptide,Family
PF08737.13,Rgp1,Rgp1,Family
PF05045.15,RgpF,Rhamnan synthesis protein F,Family
PF00615.22,RGS,Regulator of G protein signaling domain,Domain
PF09128.14,RGS-like,Regulator of G protein signalling-like domain,Domain
PF16613.8,RGS12_us1,Unstructured region of RGS12,Disordered
PF16611.8,RGS12_us2,Unstructured region between RBD and GoLoco,Disordered
PF16612.8,RGS12_usC,C-terminal unstructured region of RGS12,Disordered
PF18148.4,RGS_DHEX,Regulator of G-protein signalling DHEX domain,Domain
PF18515.4,Rh5,Rh5 coiled-coil domain,Coiled-coil
PF06134.14,RhaA,L-rhamnose isomerase (RhaA),Domain
PF00974.21,Rhabdo_glycop,Rhabdovirus spike glycoprotein,Family
PF03342.16,Rhabdo_M1,Rhabdovirus M1 matrix protein (M1 polymerase-associated protein),Family
PF04785.15,Rhabdo_M2,Rhabdovirus matrix protein M2,Family
PF03397.17,Rhabdo_matrix,Rhabdovirus matrix protein,Family
PF00945.21,Rhabdo_ncap,Rhabdovirus nucleocapsid protein,Family
PF03216.16,Rhabdo_ncap_2,Rhabdovirus nucleoprotein,Family
PF02484.18,Rhabdo_NV,Rhabdovirus Non-virion protein,Family
PF05336.16,rhaM,L-rhamnose mutarotase,Domain
PF06045.14,Rhamnogal_lyase,Rhamnogalacturonate lyase family,Family
PF11316.11,Rhamno_transf,Putative rhamnosyl transferase,Family
PF06379.15,RhaT,L-rhamnose-proton symport protein (RhaT),Family
PF05879.15,RHD3_GTPase,Root hair defective 3 GTP-binding protein (RHD3) GTPase domain,Domain
PF16179.8,RHD_dimer,Rel homology dimerisation domain,Domain
PF00554.25,RHD_DNA_bind,Rel homology DNA-binding domain,Domain
PF09284.13,RhgB_N,"Rhamnogalacturonan lyase B, N-terminal",Domain
PF01402.24,RHH_1,"Ribbon-helix-helix protein, copG family",Domain
PF12651.10,RHH_3,Ribbon-helix-helix domain,Domain
PF13467.9,RHH_4,Ribbon-helix-helix domain,Domain
PF07878.14,RHH_5,"CopG-like RHH_1 or ribbon-helix-helix domain, RHH_5",Domain
PF16762.8,RHH_6,Ribbon-helix-helix domain,Domain
PF16777.8,RHH_7,"Transcriptional regulator, RHH-like, CopG",Domain
PF17723.4,RHH_8,Ribbon-Helix-Helix transcriptional regulator family,Domain
PF19839.2,RHH_9,Ribbon-helix-helix protein,Domain
PF12721.10,RHIM,RIP homotypic interaction motif,Motif
PF15319.9,RHINO,"RAD9, RAD1, HUS1-interacting nuclear orphan protein",Family
PF12300.11,RhlB,ATP-dependent RNA helicase RhlB,Family
PF00581.23,Rhodanese,Rhodanese-like domain,Domain
PF12368.11,Rhodanese_C,Rhodanase C-terminal,Family
PF11511.11,RhodobacterPufX,Intrinsic membrane protein PufX,Family
PF10413.12,Rhodopsin_N,Amino terminal of the G-protein receptor rhodopsin,Domain
PF00620.30,RhoGAP,RhoGAP domain,Domain
PF16512.8,RhoGAP-FF1,p190-A and -B Rho GAPs FF domain,Domain
PF19518.2,RhoGAP_pG1_pG2,"p190RhoGAP, pG1 and pG2 domains",Domain
PF00621.23,RhoGEF,RhoGEF domain,Domain
PF16615.8,RhoGEF67_u1,Unstructured region one on RhoGEF 6 and 7,Disordered
PF16614.8,RhoGEF67_u2,Unstructured region two on RhoGEF 6 and 7,Disordered
PF01694.25,Rhomboid,Rhomboid family,Family
PF20401.1,Rhomboid_2,Rhomboid-like protein,Domain
PF12122.11,Rhomboid_N,Cytoplasmic N-terminal domain of rhomboid serine protease,Domain
PF12595.11,Rhomboid_SP,Rhomboid serine protease,Family
PF08912.14,Rho_Binding,Rho Binding,Coiled-coil
PF02115.20,Rho_GDI,RHO protein GDP dissociation inhibitor,Domain
PF07498.15,Rho_N,"Rho termination factor, N-terminal domain",Domain
PF07497.15,Rho_RNA_bind,"Rho termination factor, RNA-binding domain",Domain
PF03527.17,RHS,RHS protein,Family
PF07999.14,RHSP,"Retrotransposon hot spot protein, P-loop domain",Domain
PF20445.1,RHS_N,Retrotransposon hot spot proteins N-terminal,Domain
PF05593.17,RHS_repeat,RHS Repeat,Repeat
PF00073.23,Rhv,picornavirus capsid protein,Domain
PF08428.13,Rib,Rib domain,Domain
PF05914.15,RIB43A,RIB43A,Family
PF01872.20,RibD_C,RibD C-terminal domain,Family
PF04950.15,RIBIOP_C,40S ribosome biogenesis protein Tsr1 and BMS1 C-terminal,Family
PF18957.3,RibLong,Long Rib domain,Domain
PF00545.23,Ribonuclease,ribonuclease,Domain
PF00636.29,Ribonuclease_3,Ribonuclease III domain,Family
PF00825.21,Ribonuclease_P,Ribonuclease P,Family
PF00445.21,Ribonuclease_T2,Ribonuclease T2 family,Domain
PF11469.11,Ribonucleas_3_2,Ribonuclease III,Family
PF14622.9,Ribonucleas_3_3,Ribonuclease-III-like,Family
PF06479.15,Ribonuc_2-5A,Ribonuclease 2-5A,Family
PF01042.24,Ribonuc_L-PSP,Endoribonuclease L-PSP,Domain
PF08584.14,Ribonuc_P_40,Ribonuclease P 40kDa (Rpp40) subunit,Family
PF08471.13,Ribonuc_red_2_N,Class II vitamin B12-dependent ribonucleotide reductase,Family
PF02867.18,Ribonuc_red_lgC,"Ribonucleotide reductase, barrel domain",Family
PF00317.24,Ribonuc_red_lgN,"Ribonucleotide reductase, all-alpha domain",Domain
PF00268.24,Ribonuc_red_sm,"Ribonucleotide reductase, small chain",Domain
PF04597.17,Ribophorin_I,Ribophorin I,Family
PF05817.17,Ribophorin_II,Oligosaccharyltransferase subunit Ribophorin II,Family
PF00428.22,Ribosomal_60s,60s Acidic ribosomal protein,Family
PF00687.24,Ribosomal_L1,Ribosomal protein L1p/L10e family,Domain
PF00466.23,Ribosomal_L10,Ribosomal protein L10,Family
PF00298.22,Ribosomal_L11,"Ribosomal protein L11, RNA binding domain",Domain
PF03946.17,Ribosomal_L11_N,"Ribosomal protein L11, N-terminal domain",Domain
PF00542.22,Ribosomal_L12,Ribosomal protein L7/L12 C-terminal domain,Domain
PF16320.8,Ribosomal_L12_N,Ribosomal protein L7/L12 dimerisation domain,Domain
PF00572.21,Ribosomal_L13,Ribosomal protein L13,Family
PF01294.21,Ribosomal_L13e,Ribosomal protein L13e,Family
PF00238.22,Ribosomal_L14,Ribosomal protein L14p/L23e,Domain
PF01929.20,Ribosomal_L14e,Ribosomal protein L14,Family
PF00827.20,Ribosomal_L15e,Ribosomal L15,Family
PF00252.21,Ribosomal_L16,Ribosomal protein L16p/L10e,Domain
PF01196.22,Ribosomal_L17,Ribosomal protein L17,Family
PF17135.7,Ribosomal_L18,Ribosomal protein 60S L18 and 50S L18e,Family
PF01775.20,Ribosomal_L18A,Ribosomal proteins 50S-L18Ae/60S-L20/60S-L18A,Domain
