rfam_acc,description,rna_type,number_seqs,number_of_columns,number_residues,average_length,percent_identity,source
RF03804,mir-4989 microRNA precursor family,Gene; miRNA;,10,115,816,81.6,79,Rfam full
RF00914,microRNA mir-674,Gene; miRNA;,7,77,539,77.0,96,Rfam full
RF03805,bpcv-mir-B1 microRNA precursor family,Gene; miRNA;,3,72,214,71.3,95,Rfam full
RF03807,mir-4890 microRNA precursor family,Gene; miRNA;,3,91,273,91.0,98,Rfam full
RF03809,mir-1203 microRNA precursor family,Gene; miRNA;,9,84,756,84.0,98,Rfam full
RF03810,mir-8932 microRNA precursor family,Gene; miRNA;,5,82,385,77.0,91,Rfam full
RF03811,mir-1896 microRNA precursor family,Gene; miRNA;,4,81,324,81.0,99,Rfam full
RF03812,mir-BART19 microRNA precursor family,Gene; miRNA;,5,93,462,92.4,89,Rfam full
RF03814,mir-2797 microRNA precursor family,Gene; miRNA;,8,79,616,77.0,70,Rfam full
RF03813,MIR8041 microRNA precursor family,Gene; miRNA;,233,74,16544,71.0,94,Rfam full
RF03815,mir-3051 microRNA precursor family,Gene; miRNA;,4,77,308,77.0,96,Rfam full
RF03816,MIR6297 microRNA precursor family,Gene; miRNA;,30,108,3228,107.6,95,Rfam full
RF00915,microRNA mir-760,Gene; miRNA;,33,87,2614,79.2,95,Rfam full
RF03818,MIR7994 microRNA precursor family,Gene; miRNA;,5,90,444,88.8,95,Rfam full
RF03819,mir-Ro6-3 microRNA precursor family,Gene; miRNA;,12,72,852,71.0,86,Rfam full
RF03820,mir-5429 microRNA precursor family,Gene; miRNA;,4,83,324,81.0,81,Rfam full
RF03821,mir-2002 microRNA precursor family,Gene; miRNA;,4,72,274,68.5,92,Rfam full
RF03817,mir-3836 microRNA precursor family,Gene; miRNA;,6,91,546,91.0,97,Rfam full
RF03822,mir-3931 microRNA precursor family,Gene; miRNA;,5,82,370,74.0,79,Rfam full
RF03823,mir-1814 microRNA precursor family,Gene; miRNA;,4,70,277,69.2,98,Rfam full
RF03824,MIR5285 microRNA precursor family,Gene; miRNA;,198,63,12474,63.0,95,Rfam full
RF03825,mir-2335 microRNA precursor family,Gene; miRNA;,4,69,276,69.0,96,Rfam full
RF03826,MIR825 microRNA precursor family,Gene; miRNA;,4,146,572,143.0,94,Rfam full
RF01599,small nucleolar RNA snoR24,Gene; snRNA; snoRNA; CD-box;,19,90,1526,80.3,79,Rfam full
RF03828,MIR831 microRNA precursor family,Gene; miRNA;,4,181,658,164.5,94,Rfam full
RF03829,mir-1257 microRNA precursor family,Gene; miRNA;,12,123,1369,114.1,92,Rfam full
RF03827,mir-2229 microRNA precursor family,Gene; miRNA;,7,62,432,61.7,80,Rfam full
RF03830,mir-1003 microRNA precursor family,Gene; miRNA;,5,56,280,56.0,100,Rfam full
RF03831,mir-627 microRNA precursor family,Gene; miRNA;,11,87,957,87.0,90,Rfam full
RF03832,mir-H4 microRNA precursor family,Gene; miRNA;,6,76,456,76.0,81,Rfam full
RF03833,mir-5928 microRNA precursor family,Gene; miRNA;,4144,179,310597,75.0,76,Rfam full
RF03834,mir-3173 microRNA precursor family,Gene; miRNA;,13,80,1028,79.1,95,Rfam full
RF03835,mir-955 microRNA precursor family,Gene; miRNA;,9,82,723,80.3,87,Rfam full
RF03836,mir-3547 microRNA precursor family,Gene; miRNA;,7,91,621,88.7,92,Rfam full
RF01597,small nucleolar RNA snoR22,Gene; snRNA; snoRNA; CD-box;,35,94,2907,83.1,83,Rfam full
RF03837,mir-3138 microRNA precursor family,Gene; miRNA;,8,82,656,82.0,99,Rfam full
RF03838,MIR8032 microRNA precursor family,Gene; miRNA;,63,48,3024,48.0,98,Rfam full
RF03930,mir-1909 microRNA precursor family,Gene; miRNA;,9,80,654,72.7,94,Rfam full
RF03932,mir-1597 microRNA precursor family,Gene; miRNA;,42,73,3066,73.0,97,Rfam full
RF03933,MIR6445 microRNA precursor family,Gene; miRNA;,6,117,645,107.5,91,Rfam full
RF03935,mir-763 microRNA precursor family,Gene; miRNA;,39,120,4678,119.9,96,Rfam full
RF03934,mir-m107-1 microRNA precursor family,Gene; miRNA;,6,65,390,65.0,79,Rfam full
RF03936,mir-4079 microRNA precursor family,Gene; miRNA;,8,51,400,50.0,85,Rfam full
RF03937,mir-9456 microRNA precursor family,Gene; miRNA;,10,68,649,64.9,93,Rfam full
RF03938,mir-4662 microRNA precursor family,Gene; miRNA;,8,67,536,67.0,94,Rfam full
RF01652,Caenorhabditis snoRNA ceN70,Gene; snRNA; snoRNA; CD-box;,14,72,963,68.8,88,Rfam full
RF03939,mir-4868 microRNA precursor family,Gene; miRNA;,7,83,547,78.1,68,Rfam full
RF03940,MIR9563 microRNA precursor family,Gene; miRNA;,3497,456,436257,124.8,81,Rfam full
RF03941,mir-3158 microRNA precursor family,Gene; miRNA;,12,81,972,81.0,91,Rfam full
RF03942,mir-5727 microRNA precursor family,Gene; miRNA;,4,92,364,91.0,81,Rfam full
RF03943,mir-1824 microRNA precursor family,Gene; miRNA;,4,63,252,63.0,99,Rfam full
RF03944,mir-935 microRNA precursor family,Gene; miRNA;,27,99,2449,90.7,99,Rfam full
RF03945,mir-4876 microRNA precursor family,Gene; miRNA;,3,92,276,92.0,95,Rfam full
RF03946,mir-3132 microRNA precursor family,Gene; miRNA;,11,75,825,75.0,96,Rfam full
RF03947,mir-658 microRNA precursor family,Gene; miRNA;,18,104,1803,100.2,88,Rfam full
RF04040,mir-4866 microRNA precursor family,Gene; miRNA;,2,82,164,82.0,95,Rfam full
RF01600,small nucleolar RNA snoR25,Gene; snRNA; snoRNA; CD-box;,26,74,1796,69.1,86,Rfam full
RF04041,MIR6154 microRNA precursor family,Gene; miRNA;,2,77,153,76.5,97,Rfam full
RF04042,mir-7961 microRNA precursor family,Gene; miRNA;,2,56,112,56.0,98,Rfam full
RF04043,mir-2062 microRNA precursor family,Gene; miRNA;,2,72,143,71.5,93,Rfam full
RF04044,mir-7939 microRNA precursor family,Gene; miRNA;,10,61,607,60.7,85,Rfam full
RF04045,mir-2147 microRNA precursor family,Gene; miRNA;,5,87,428,85.6,75,Rfam full
RF04046,mir-2154 microRNA precursor family,Gene; miRNA;,2,97,194,97.0,99,Rfam full
RF04047,mir-9228 microRNA precursor family,Gene; miRNA;,2,85,170,85.0,93,Rfam full
RF04048,mir-7927 microRNA precursor family,Gene; miRNA;,5,56,280,56.0,86,Rfam full
RF04049,MIR7127 microRNA precursor family,Gene; miRNA;,2,132,264,132.0,100,Rfam full
RF04050,mir-2072 microRNA precursor family,Gene; miRNA;,2,67,134,67.0,99,Rfam full
RF01653,Caenorhabditis snoRNA ceN80,Gene; snRNA; snoRNA; HACA-box;,17,132,2226,130.9,79,Rfam full
RF00621,Beta-globin co-transcriptional cleavage ribozyme,Gene; ribozyme;,30,215,5617,187.2,78,Rfam full
RF04052,mir-466 microRNA precursor family,Gene; miRNA;,26,80,2071,79.7,97,Rfam full
RF04051,mir-8517 microRNA precursor family,Gene; miRNA;,2,108,203,101.5,86,Rfam full
RF04054,mir-2944 microRNA precursor family,Gene; miRNA;,52,114,4466,85.9,63,Rfam full
RF04053,mir-95 microRNA precursor family,Gene; miRNA;,109,88,8733,80.1,79,Rfam full
RF04055,mir-1261 microRNA precursor family,Gene; miRNA;,9,85,744,82.7,95,Rfam full
RF04056,mir-982 microRNA precursor family,Gene; miRNA;,12,93,1075,89.6,84,Rfam full
RF04059,MIR5020 microRNA precursor family,Gene; miRNA;,8,152,916,114.5,82,Rfam full
RF04057,MIR1432 microRNA precursor family,Gene; miRNA;,6,95,538,89.7,89,Rfam full
RF04061,mir-1420 microRNA precursor family,Gene; miRNA;,7,90,615,87.9,64,Rfam full
RF04060,mir-703 microRNA precursor family,Gene; miRNA;,10,74,673,67.3,97,Rfam full
RF01654,Caenorhabditis snoRNA ceN82,Gene; snRNA; snoRNA; HACA-box;,17,138,2281,134.2,88,Rfam full
RF04062,MIR949 microRNA precursor family,Gene; miRNA;,3,114,291,97.0,74,Rfam full
RF04064,MIR5267 microRNA precursor family,Gene; miRNA;,204,87,16474,80.8,92,Rfam full
RF04063,MIR2629 microRNA precursor family,Gene; miRNA;,661,96,46704,70.7,77,Rfam full
RF04065,mir-7563 microRNA precursor family,Gene; miRNA;,3,88,240,80.0,81,Rfam full
RF04066,mir-1256 microRNA precursor family,Gene; miRNA;,12,71,829,69.1,93,Rfam full
RF04068,mir-3927 microRNA precursor family,Gene; miRNA;,13,85,1091,83.9,89,Rfam full
RF04067,mir-4520 microRNA precursor family,Gene; miRNA;,11,70,754,68.5,86,Rfam full
RF04069,MIR6135 microRNA precursor family,Gene; miRNA;,11,135,1319,119.9,78,Rfam full
RF04070,MIR6440 microRNA precursor family,Gene; miRNA;,16,120,1734,108.4,91,Rfam full
RF04071,MIR2863 microRNA precursor family,Gene; miRNA;,27,122,3082,114.1,80,Rfam full
RF00920,microRNA MIR444,Gene; miRNA;,4,188,595,148.8,74,Rfam full
RF04073,mir-727 microRNA precursor family,Gene; miRNA;,23,91,2034,88.4,96,Rfam full
RF04072,mir-7386 microRNA precursor family,Gene; miRNA;,52,72,3064,58.9,68,Rfam full
RF04074,mir-1199 microRNA precursor family,Gene; miRNA;,28,100,2800,100.0,87,Rfam full
RF04075,mir-1545 microRNA precursor family,Gene; miRNA;,10,59,586,58.6,85,Rfam full
RF04076,mir-H11 microRNA precursor family,Gene; miRNA;,56,76,3976,71.0,87,Rfam full
RF04077,mir-1245 microRNA precursor family,Gene; miRNA;,21,71,1440,68.6,84,Rfam full
RF04078,mir-1905 microRNA precursor family,Gene; miRNA;,117,74,8527,72.9,90,Rfam full
RF04079,MIR161 microRNA precursor family,Gene; miRNA;,14,142,1830,130.7,79,Rfam full
RF04080,mir-762 microRNA precursor family,Gene; miRNA;,33,80,2474,75.0,92,Rfam full
RF04082,mir-54 microRNA precursor family,Gene; miRNA;,14,96,1238,88.4,67,Rfam full
RF00921,microRNA mir-665,Gene; miRNA;,42,77,3029,72.1,88,Rfam full
RF04081,mir-1992 microRNA precursor family,Gene; miRNA;,4,77,287,71.8,77,Rfam full
RF04083,MIR528 microRNA precursor family,Gene; miRNA;,30,165,2654,88.5,73,Rfam full
RF04084,mir-595 microRNA precursor family,Gene; miRNA;,11,86,940,85.5,91,Rfam full
RF04085,mir-1271 microRNA precursor family,Gene; miRNA;,42,88,3207,76.4,94,Rfam full
RF04089,mir-753 microRNA precursor family,Gene; miRNA;,5,63,301,60.2,91,Rfam full
RF04090,mir-6529 microRNA precursor family,Gene; miRNA;,37,79,2887,78.0,96,Rfam full
RF04091,mir-72 microRNA precursor family,Gene; miRNA;,61,124,4589,75.2,74,Rfam full
RF04092,MIR1508 microRNA precursor family,Gene; miRNA;,7,96,641,91.6,92,Rfam full
RF04093,mir-1784 microRNA precursor family,Gene; miRNA;,51,92,4690,92.0,97,Rfam full
RF04095,MIR9746 microRNA precursor family,Gene; miRNA;,33,110,3630,110.0,88,Rfam full
RF00922,microRNA mir-673,Gene; miRNA;,8,83,663,82.9,97,Rfam full
RF04094,MIR537 microRNA precursor family,Gene; miRNA;,7,178,1091,155.9,74,Rfam full
RF04097,MIR2630 microRNA precursor family,Gene; miRNA;,311,279,70867,227.9,85,Rfam full
RF04096,mir-4433 microRNA precursor family,Gene; miRNA;,14,83,1130,80.7,86,Rfam full
RF04098,MIR9471 microRNA precursor family,Gene; miRNA;,4,135,540,135.0,98,Rfam full
RF04099,MIR837 microRNA precursor family,Gene; miRNA;,4,122,482,120.5,95,Rfam full
RF04101,mir-8864 microRNA precursor family,Gene; miRNA;,7,110,770,110.0,98,Rfam full
RF04100,mir-493 microRNA precursor family,Gene; miRNA;,48,90,4211,87.7,96,Rfam full
RF04102,MIR6457 microRNA precursor family,Gene; miRNA;,16,179,2827,176.7,87,Rfam full
RF04103,mir-8356 microRNA precursor family,Gene; miRNA;,4,65,254,63.5,90,Rfam full
RF04104,MIR918 microRNA precursor family,Gene; miRNA;,4,265,1060,265.0,89,Rfam full
RF00925,microRNA MIR1027,Gene; miRNA;,5,142,710,142.0,99,Rfam full
RF04105,mir-3165 microRNA precursor family,Gene; miRNA;,10,75,750,75.0,97,Rfam full
RF04106,mir-1303 microRNA precursor family,Gene; miRNA;,7,86,596,85.1,98,Rfam full
RF04107,mir-5391 microRNA precursor family,Gene; miRNA;,4,68,272,68.0,97,Rfam full
RF04108,mir-2513 microRNA precursor family,Gene; miRNA;,11,122,1284,116.7,82,Rfam full
RF04109,mir-1305 microRNA precursor family,Gene; miRNA;,20,83,1658,82.9,90,Rfam full
RF04110,MIR5084 microRNA precursor family,Gene; miRNA;,77,126,9381,121.8,83,Rfam full
RF04111,MIR6274 microRNA precursor family,Gene; miRNA;,64,107,6747,105.4,75,Rfam full
RF04112,MIR5512 microRNA precursor family,Gene; miRNA;,16,134,2116,132.2,88,Rfam full
RF04113,MIR1523 microRNA precursor family,Gene; miRNA;,6,92,546,91.0,82,Rfam full
RF04114,MIR4374 microRNA precursor family,Gene; miRNA;,65,122,7719,118.8,84,Rfam full
RF00926,microRNA MIR1151,Gene; miRNA;,4,110,440,110.0,96,Rfam full
RF04115,mir-6130 microRNA precursor family,Gene; miRNA;,10,103,1030,103.0,97,Rfam full
RF04116,MIR9672 microRNA precursor family,Gene; miRNA;,6,156,724,120.7,85,Rfam full
RF04117,MIR5200 microRNA precursor family,Gene; miRNA;,44,95,3956,89.9,82,Rfam full
RF04118,MIR9481 microRNA precursor family,Gene; miRNA;,4,135,516,129.0,92,Rfam full
RF04119,MIR1858 microRNA precursor family,Gene; miRNA;,23,213,4481,194.8,87,Rfam full
RF04120,MIR5998 microRNA precursor family,Gene; miRNA;,4,173,684,171.0,78,Rfam full
RF04121,mir-1289 microRNA precursor family,Gene; miRNA;,21,111,1925,91.7,77,Rfam full
RF04122,mir-1204 microRNA precursor family,Gene; miRNA;,15,67,999,66.6,95,Rfam full
RF04124,MIR8565 microRNA precursor family,Gene; miRNA;,464,205,71373,153.8,85,Rfam full
RF04123,mir-3127 microRNA precursor family,Gene; miRNA;,10,87,850,85.0,97,Rfam full
RF00927,microRNA mir-582,Gene; miRNA;,49,83,4032,82.3,96,Rfam full
RF04125,MIR9408 microRNA precursor family,Gene; miRNA;,6,117,699,116.5,91,Rfam full
RF04126,mir-9198 microRNA precursor family,Gene; miRNA;,35,79,2765,79.0,80,Rfam full
RF04128,MIR8562 microRNA precursor family,Gene; miRNA;,39,255,9369,240.2,86,Rfam full
RF04127,MIR8007 microRNA precursor family,Gene; miRNA;,62,233,13931,224.7,90,Rfam full
RF04130,MIR7996 microRNA precursor family,Gene; miRNA;,116,214,21968,189.4,97,Rfam full
RF04176,mir-3149 microRNA precursor family,Gene; miRNA;,5,83,415,83.0,100,Rfam full
RF04177,Bacteroides sRNA BTnc201,Gene; sRNA;,10,100,991,99.1,93,Rfam full
RF04222,Potato leading responsible virus exoribonuclease-resistant RNA,Cis-reg;,84,104,4740,56.4,56,Rfam full
RF04223,MIR2619 microRNA precursor family,Gene; miRNA;,1175,553,207888,176.9,74,Rfam full
RF03981,mir-8799 microRNA precursor family,Gene; miRNA;,4767,299,430210,90.2,85,Rfam full
RF00928,microRNA mir-590,Gene; miRNA;,42,102,4064,96.8,80,Rfam full
RF04021,mir-3492 microRNA precursor family,Gene; miRNA;,14780,301,1148473,77.7,81,Rfam full
RF04087,MIR5565 microRNA precursor family,Gene; miRNA;,1910,304,207666,108.7,78,Rfam full
RF04032,MIR2912 microRNA precursor family,Gene; miRNA;,4001,450,621523,155.3,82,Rfam full
RF04129,MIR4240 microRNA precursor family,Gene; miRNA;,4,206,818,204.5,94,Rfam full
RF04131,mir-2032 microRNA precursor family,Gene; miRNA;,5,77,385,77.0,99,Rfam full
RF04132,mir-4436 microRNA precursor family,Gene; miRNA;,34,85,2890,85.0,81,Rfam full
RF04133,MIR2646 microRNA precursor family,Gene; miRNA;,11,263,2816,256.0,96,Rfam full
RF04134,MIR7504 microRNA precursor family,Gene; miRNA;,1775,307,220809,124.4,71,Rfam full
RF04135,MIR5062 microRNA precursor family,Gene; miRNA;,9,163,1415,157.2,95,Rfam full
RF04136,MIR1862 microRNA precursor family,Gene; miRNA;,86,132,7840,91.2,83,Rfam full
RF00929,microRNA mir-574,Gene; miRNA;,25,82,1944,77.8,96,Rfam full
RF04137,MIR834 microRNA precursor family,Gene; miRNA;,4,181,718,179.5,96,Rfam full
RF04138,mir-9243 microRNA precursor family,Gene; miRNA;,3,86,244,81.3,76,Rfam full
RF04140,mir-3118 microRNA precursor family,Gene; miRNA;,28,76,2103,75.1,95,Rfam full
RF04139,MIR841 microRNA precursor family,Gene; miRNA;,8,215,1704,213.0,92,Rfam full
RF04142,mir-1299 microRNA precursor family,Gene; miRNA;,70,84,5811,83.0,88,Rfam full
RF04141,MIR8622 microRNA precursor family,Gene; miRNA;,80,257,16883,211.0,86,Rfam full
RF04144,MIR9783 microRNA precursor family,Gene; miRNA;,7,95,665,95.0,87,Rfam full
RF04143,MIR869 microRNA precursor family,Gene; miRNA;,4,298,1182,295.5,92,Rfam full
RF04146,mir-4742 microRNA precursor family,Gene; miRNA;,12,85,1020,85.0,96,Rfam full
RF04145,MIR8706 microRNA precursor family,Gene; miRNA;,8,101,808,101.0,93,Rfam full
RF00931,microRNA mir-879,Gene; miRNA;,6,74,444,74.0,97,Rfam full
RF00620,Hepatitis C alternative reading frame stem-loop,Cis-reg;,37,153,5661,153.0,88,Rfam full
RF00103,mir-1 microRNA precursor family,Gene; miRNA;,824,148,63518,77.1,66,Rfam full
RF04148,MIR844 microRNA precursor family,Gene; miRNA;,5,115,555,111.0,84,Rfam full
RF04147,MIR6224 microRNA precursor family,Gene; miRNA;,11,178,1916,174.2,89,Rfam full
RF04150,MIR2655 microRNA precursor family,Gene; miRNA;,470,702,122817,261.3,71,Rfam full
RF04149,MIR447 microRNA precursor family,Gene; miRNA;,6,238,1342,223.7,94,Rfam full
RF04152,mir-3618 microRNA precursor family,Gene; miRNA;,119,90,10450,87.8,95,Rfam full
RF04151,MIR4387 microRNA precursor family,Gene; miRNA;,98,109,10648,108.7,73,Rfam full
RF04154,mir-1277 microRNA precursor family,Gene; miRNA;,35,79,2711,77.5,97,Rfam full
RF04153,MIR856 microRNA precursor family,Gene; miRNA;,4,258,1030,257.5,96,Rfam full
RF04156,MIR2670 microRNA precursor family,Gene; miRNA;,194,320,38817,200.1,78,Rfam full
RF04155,mir-9236 microRNA precursor family,Gene; miRNA;,212,83,17596,83.0,93,Rfam full
RF00933,microRNA mir-875,Gene; miRNA;,67,75,4879,72.8,90,Rfam full
RF04158,mir-568 microRNA precursor family,Gene; miRNA;,46,104,4218,91.7,94,Rfam full
RF04157,MIR9486 microRNA precursor family,Gene; miRNA;,4,117,452,113.0,81,Rfam full
RF04160,MIR868 microRNA precursor family,Gene; miRNA;,4,194,768,192.0,90,Rfam full
RF04159,MIR1437 microRNA precursor family,Gene; miRNA;,6,192,1128,188.0,89,Rfam full
RF04162,MIR9662 microRNA precursor family,Gene; miRNA;,7,100,697,99.6,98,Rfam full
RF04161,mir-3688 microRNA precursor family,Gene; miRNA;,20,88,1722,86.1,88,Rfam full
RF04163,mir-8364 microRNA precursor family,Gene; miRNA;,2096,150,128261,61.2,80,Rfam full
RF04164,MIR1507 microRNA precursor family,Gene; miRNA;,30,115,3116,103.9,73,Rfam full
RF04165,mir-2483 microRNA precursor family,Gene; miRNA;,17,80,1355,79.7,95,Rfam full
RF04167,mir-1972 microRNA precursor family,Gene; miRNA;,16,81,1256,78.5,86,Rfam full
RF00934,microRNA mir-463,Gene; miRNA;,4,66,264,66.0,91,Rfam full
RF04169,mir-2235 microRNA precursor family,Gene; miRNA;,21,91,1740,82.9,96,Rfam full
RF04166,mir-2278 microRNA precursor family,Gene; miRNA;,9,96,864,96.0,94,Rfam full
RF04171,MIR1509 microRNA precursor family,Gene; miRNA;,23,127,2745,119.3,68,Rfam full
RF04168,MIR839 microRNA precursor family,Gene; miRNA;,4,267,1062,265.5,91,Rfam full
RF04170,MIR7723 microRNA precursor family,Gene; miRNA;,4,235,852,213.0,84,Rfam full
RF04172,MIR8675 microRNA precursor family,Gene; miRNA;,34,104,3234,95.1,84,Rfam full
RF04173,MIR847 microRNA precursor family,Gene; miRNA;,4,164,642,160.5,93,Rfam full
RF04174,MIR4208 microRNA precursor family,Gene; miRNA;,10,204,1892,189.2,94,Rfam full
RF04175,mir-1260b microRNA precursor family,Gene; miRNA;,34,117,3654,107.5,91,Rfam full
RF04178,Bacteroides sRNA BTnc005,Gene; sRNA;,5,206,989,197.8,83,Rfam full
RF00935,microRNA mir-876,Gene; miRNA;,47,81,3794,80.7,97,Rfam full
RF04179,Bacteroides sRNA BTnc049,Gene; sRNA;,39,119,4242,108.8,77,Rfam full
RF04181,rteR sRNA,Gene; sRNA;,26,87,2053,79.0,81,Rfam full
RF04180,Bacteroides sRNA BTnc231,Gene; sRNA;,28,266,4753,169.8,74,Rfam full
RF04182,GibS sRNA,Gene; sRNA;,33,221,4714,142.8,77,Rfam full
RF04183,Bacteroidales small SRP,Gene;,642,117,67942,105.8,74,Rfam full
RF04184,Bacteroides sRNA BTnc060,Gene; sRNA;,13,215,2773,213.3,90,Rfam full
RF04185,MIR2118_2 microRNA precursor family,Gene; miRNA;,3,107,316,105.3,96,Rfam full
RF04186,mir-278_2 microRNA precursor family,Gene; miRNA;,3,79,233,77.7,83,Rfam full
RF04187,MIR862 microRNA precursor family,Gene; miRNA;,4,110,426,106.5,95,Rfam full
RF04188,Hovlinc ribozyme (hominin vlincRNA-located),Gene; ribozyme;,81,203,12875,159.0,68,Rfam full
RF00936,microRNA mir-744,Gene; miRNA;,44,96,4199,95.4,97,Rfam full
RF04189,icd-II ncRNA motif,Cis-reg;,18,155,2372,131.8,73,Rfam full
RF04190,Hairpin ribozyme 1 from viruses-like metatranscriptomes,Gene; ribozyme;,86,458,9798,113.9,45,Rfam full
RF04191,Hairpin ribozyme 2 from viruses-like metatranscriptomes,Gene; ribozyme;,48,341,12476,259.9,76,Rfam full
RF04193,mir-51 microRNA precursor family,Gene; miRNA;,12,63,742,61.8,87,Rfam full
RF04192,carA ncRNA motif,Cis-reg;,37,218,7013,189.5,84,Rfam full
RF04194,mir-57 microRNA precursor family,Gene; miRNA;,52,106,4286,82.4,67,Rfam full
RF04195,MIR6217 microRNA precursor family,Gene; miRNA;,200,454,44151,220.8,85,Rfam full
RF04196,MIR5638 microRNA precursor family,Gene; miRNA;,4,464,1840,460.0,95,Rfam full
RF04197,mir-9457 microRNA precursor family,Gene; miRNA;,4,68,272,68.0,99,Rfam full
RF04198,MIR8670 microRNA precursor family,Gene; miRNA;,6,142,852,142.0,88,Rfam full
RF00937,microRNA mir-653,Gene; miRNA;,42,80,3237,77.1,91,Rfam full
RF04199,MIR6027 microRNA precursor family,Gene; miRNA;,5,197,805,161.0,84,Rfam full
RF04201,MIR7510 microRNA precursor family,Gene; miRNA;,10,79,778,77.8,88,Rfam full
RF04200,mir-9437 microRNA precursor family,Gene; miRNA;,280,70,19037,68.0,94,Rfam full
RF04203,MIR1144 microRNA precursor family,Gene; miRNA;,2,199,396,198.0,75,Rfam full
RF04202,MIR5380 microRNA precursor family,Gene; miRNA;,6,137,822,137.0,99,Rfam full
RF04204,mir-3473 microRNA precursor family,Gene; miRNA;,186,191,15170,81.6,70,Rfam full
RF04205,MIR2606 microRNA precursor family,Gene; miRNA;,220,198,36155,164.3,83,Rfam full
RF04206,MIR9555 microRNA precursor family,Gene; miRNA;,32,198,4317,134.9,87,Rfam full
RF04207,MIR5048 microRNA precursor family,Gene; miRNA;,7,529,2507,358.1,75,Rfam full
RF04208,MIR8742 microRNA precursor family,Gene; miRNA;,8,131,1034,129.2,83,Rfam full
RF00939,microRNA mir-504,Gene; miRNA;,50,80,3881,77.6,96,Rfam full
RF04209,MIR7533 microRNA precursor family,Gene; miRNA;,2,249,494,247.0,73,Rfam full
RF04210,MIR8643 microRNA precursor family,Gene; miRNA;,252,158,37634,149.3,90,Rfam full
RF04212,mir-8904 microRNA precursor family,Gene; miRNA;,9,104,901,100.1,92,Rfam full
RF04211,MIR5185 microRNA precursor family,Gene; miRNA;,50,114,5511,110.2,90,Rfam full
RF04213,MIR7807 microRNA precursor family,Gene; miRNA;,2,134,264,132.0,67,Rfam full
RF04214,MIR7526 microRNA precursor family,Gene; miRNA;,8,130,916,114.5,82,Rfam full
RF04215,mir-9214 microRNA precursor family,Gene; miRNA;,62,75,4645,74.9,92,Rfam full
RF04216,mir-509 microRNA precursor family,Gene; miRNA;,176,91,14392,81.8,76,Rfam full
RF04217,mir-297 microRNA precursor family,Gene; miRNA;,15,72,1039,69.3,78,Rfam full
RF04218,Hepatitis C virus stem-loop I,Cis-reg;,50,42,2100,42.0,80,Rfam full
RF00940,microRNA mir-327,Gene; miRNA;,22,62,1358,61.7,79,Rfam full
RF04220,SL588 non-coding RNA,Cis-reg;,50,80,4000,80.0,86,Rfam full
RF04219,J750 non-coding RNA (containing SLSL761 and SL783),Cis-reg;,50,84,4200,84.0,79,Rfam full
RF04221,SL669 non-coding RNA,Cis-reg;,50,83,4150,83.0,89,Rfam full
RF04224,mir-9229 microRNA precursor family,Gene; miRNA;,11551,221,874051,75.7,89,Rfam full
RF04226,mir-9186 microRNA precursor family,Gene; miRNA;,96,89,7657,79.8,78,Rfam full
RF04228,MIR6140 microRNA precursor family,Gene; miRNA;,4,170,604,151.0,77,Rfam full
RF04227,mir-9215 microRNA precursor family,Gene; miRNA;,9,85,757,84.1,88,Rfam full
RF04230,mir-9261 microRNA precursor family,Gene; miRNA;,3,94,266,88.7,82,Rfam full
RF04229,mir-9279 microRNA precursor family,Gene; miRNA;,4,74,296,74.0,86,Rfam full
RF04232,mir-9318 microRNA precursor family,Gene; miRNA;,2,76,149,74.5,88,Rfam full
RF00941,microRNA mir-434,Gene; miRNA;,5,81,405,81.0,94,Rfam full
RF04231,mir-9191 microRNA precursor family,Gene; miRNA;,2,73,146,73.0,93,Rfam full
RF04233,mir-680 microRNA precursor family,Gene; miRNA;,197,103,19896,101.0,95,Rfam full
RF04234,mir-1421 microRNA precursor family,Gene; miRNA;,87,101,6366,73.2,71,Rfam full
RF04235,microRNA mir-242_2,Gene; miRNA;,16,83,1253,78.3,59,Rfam full
RF04236,mir-1285 microRNA precursor family,Gene; miRNA;,106,130,7232,68.2,72,Rfam full
RF02542,Microsporidia small subunit ribosomal RNA,Gene; rRNA;,399,5494,260704,653.4,33,Rfam full
RF01959,Archaeal small subunit ribosomal RNA,Gene; rRNA;,632,12573,772204,1221.8,65,Rfam full
RF04225,MIR7502 microRNA precursor family,Gene; miRNA;,17681,704,2500514,141.4,65,Rfam full
RF00174,Cobalamin riboswitch,Cis-reg; riboswitch;,14022,1466,2652068,189.1,45,Rfam full
RF00010,Bacterial RNase P class A,Gene; ribozyme;,6481,3188,2479455,382.6,55,Rfam full
RF00942,microRNA mir-1224,Gene; miRNA;,47,95,4008,85.3,89,Rfam full
RF00030,RNase MRP,Gene; ribozyme;,1128,2980,398304,353.1,36,Rfam full
RF01766,cspA thermoregulator,Cis-reg; thermoregulator;,1612,2019,642980,398.9,45,Rfam full
RF00100,7SK RNA,Gene;,15277,2903,4421243,289.4,57,Rfam full
RF01329,CRISPR RNA direct repeat element,Gene; CRISPR;,106,37,3922,37.0,82,Rfam full
RF00906,microRNA MIR1122,Gene; miRNA;,100466,1115,12853192,127.9,69,Rfam full
RF02271,TUC338,Cis-reg;,75163,1317,13417511,178.5,81,Rfam full
RF00028,Group I catalytic intron,Intron;,2611,2422,799850,306.3,35,Rfam full
RF04088,MIR812 microRNA precursor family,Gene; miRNA;,58340,2080,11697692,200.5,62,Rfam full
