rfam_acc,description,rna_type,number_seqs,number_of_columns,number_residues,average_length,percent_identity,source
PF18051.4,26S proteasome non-ATPase regulatory subunit RPN1 C-terminal,Domain,2145,114,113903,53.1,71,Pfam full
PF17781.4,RPN1 N-terminal domain,Domain,2590,1210,684481,264.3,41,Pfam full
PF18004.4,26S proteasome regulatory subunit RPN2 C-terminal domain,Domain,2230,646,333082,149.4,38,Pfam full
PF08375.14,Proteasome regulatory subunit C-terminal,Family,1906,167,123528,64.8,55,Pfam full
PF18098.4,26S proteasome regulatory subunit RPN5 C-terminal domain,Domain,1805,51,58483,32.4,51,Pfam full
PF18503.4,26S proteasome subunit RPN6 C-terminal helix domain,Domain,1766,39,47192,26.7,55,Pfam full
PF18055.4,26S proteasome regulatory subunit RPN6 N-terminal domain,Repeat,2094,380,237524,113.4,39,Pfam full
PF10602.12,26S proteasome subunit RPN7,Repeat,4002,837,685040,171.2,31,Pfam full
PF18261.4,Rpn9 C-terminal helix,Family,547,40,17975,32.9,60,Pfam full
PF12415.11,Poxvirus DNA dependent RNA polymerase,Family,38,36,1207,31.8,54,Pfam full
PF12410.11,Poxvirus DNA dependent RNA polymerase 30kDa subunit,Family,39,148,5180,132.8,58,Pfam full
PF14700.9,DNA-directed RNA polymerase N-terminal,Domain,2721,1380,783015,287.8,23,Pfam full
PF07288.14,RNA polymerase epsilon subunit,Domain,574,100,38911,67.8,48,Pfam full
PF12328.11,Rpp20 subunit of nuclear RNase MRP and P,Family,840,681,106088,126.3,29,Pfam full
PF04032.19,RNAse P Rpr2/Rpp21/SNM1 subunit domain,Family,2099,866,213589,101.8,24,Pfam full
PF17067.8,Ribosomal protein S31e,Family,402,326,34077,84.8,42,Pfam full
PF13446.9,A repeated domain in UCH-protein,Domain,1817,158,106336,58.5,23,Pfam full
PF05659.14,Arabidopsis broad-spectrum mildew resistance protein RPW8,Family,1020,417,133118,130.5,25,Pfam full
PF09382.13,RQC domain,Domain,8835,429,1007400,114.0,24,Pfam full
PF03737.18,Aldolase/RraA,Family,9950,718,1554848,156.3,27,Pfam full
PF06877.14,Regulator of ribonuclease activity B,Domain,1135,224,113482,100.0,22,Pfam full
PF01765.22,Ribosome recycling factor,Domain,10112,529,1630383,161.2,40,Pfam full
PF02082.23,Iron-dependent Transcriptional regulator,Domain,16486,540,2158067,130.9,25,Pfam full
PF12614.11,Ribosome recycling factor,Family,74,216,8851,119.6,34,Pfam full
PF17068.8,Required for respiratory growth protein 8 mitochondrial,Family,35,476,8407,240.2,22,Pfam full
PF10378.12,Putative RRM domain,Domain,451,160,27143,60.2,46,Pfam full
PF00076.25,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",Domain,370166,705,24951138,67.4,23,Pfam full
PF04059.15,RNA recognition motif 2,Family,3048,654,281502,92.4,53,Pfam full
PF08777.14,RNA binding motif,Domain,1566,433,157427,100.5,28,Pfam full
PF10598.12,RNA recognition motif of the spliceosomal PrP8,Domain,1856,190,168221,90.6,76,Pfam full
PF13893.9,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",Domain,7883,854,887261,112.6,28,Pfam full
PF16367.8,RNA recognition motif,Domain,3440,377,312549,90.9,66,Pfam full
PF11835.11,RRM-like domain,Domain,5211,356,455790,87.5,48,Pfam full
PF18444.4,RNA recognition motif,Domain,149,162,10595,71.1,30,Pfam full
PF15628.9,RRM in Demeter,Family,946,232,88222,93.3,65,Pfam full
PF16842.8,Occluded RNA-recognition motif,Domain,518,185,40647,78.5,43,Pfam full
PF17799.4,Rrp7 RRM-like N-terminal domain,Domain,917,681,139249,151.9,25,Pfam full
PF05327.14,RNA polymerase I specific transcription initiation factor RRN3,Family,2320,2283,1048530,452.0,25,Pfam full
PF10214.12,RNA polymerase I-specific transcription-initiation factor,Family,681,2713,437871,643.0,15,Pfam full
PF10680.12,RNA polymerase I specific transcription initiation factor,Domain,415,162,30154,72.7,33,Pfam full
PF00398.23,Ribosomal RNA adenine dimethylase,Domain,13367,1774,3298927,246.8,28,Pfam full
PF06962.15,Putative rRNA methylase,Family,1539,344,209038,135.8,36,Pfam full
PF13234.9,rRNA-processing arch domain,Domain,4798,1553,1132038,235.9,21,Pfam full
PF08524.14,rRNA processing,Domain,948,670,134754,142.1,21,Pfam full
PF15459.9,60S ribosome biogenesis protein Rrp14,Family,1022,178,58383,57.1,41,Pfam full
PF07890.15,Rrp15p,Family,1636,688,227151,138.8,31,Pfam full
PF06102.15,rRNA biogenesis protein RRP36,Family,1725,603,278444,161.4,33,Pfam full
PF18311.4,Exosome complex exonuclease Rrp40 N-terminal domain,Domain,616,162,31103,50.5,38,Pfam full
PF17216.6,Rrp44-like cold shock domain,Domain,2838,778,338028,119.1,31,Pfam full
PF17215.6,S1 domain,Domain,1992,277,168629,84.7,30,Pfam full
PF12923.10,Ribosomal RNA-processing protein 7 (RRP7) C-terminal domain,Domain,1654,438,197302,119.3,31,Pfam full
PF04939.15,Ribosome biogenesis regulatory protein (RRS1),Family,1661,611,266545,160.5,38,Pfam full
PF17075.8,Regular of rDNA transcription protein 14,Family,76,316,14037,184.7,30,Pfam full
PF14239.9,RRXRR protein,Family,795,477,125675,158.1,37,Pfam full
PF06459.15,Ryanodine Receptor TM 4-6,Family,2508,894,592929,236.4,35,Pfam full
PF08071.15,RS4NT (NUC023) domain,Domain,2680,60,95354,35.6,68,Pfam full
PF14615.9,Ribosome-assembly protein 3,Family,534,82,24557,46.0,36,Pfam full
PF19198.3,RsaA N-terminal domain,Domain,12,218,2111,175.9,54,Pfam full
PF14361.9,RsbT co-antagonist protein rsbRD N-terminal domain,Domain,1136,243,115385,101.6,21,Pfam full
PF08678.13,Rsbr N terminal,Domain,237,163,30363,128.1,30,Pfam full
PF08673.13,"Phosphoserine phosphatase RsbU, N-terminal domain",Domain,443,148,33475,75.6,33,Pfam full
PF16294.8,RNSP1-SAP18 binding (RSB) motif,Motif,1415,302,130240,92.0,38,Pfam full
PF08586.13,"RSC complex, Rsc14/Ldb7 subunit",Family,25,112,2473,98.9,49,Pfam full
PF07547.16,RSD-2 N-terminal domain,Domain,36,114,2928,81.3,29,Pfam full
PF16751.8,Anti-sigma-D factor RsdA to sigma factor binding region,Domain,236,89,10913,46.2,41,Pfam full
PF04353.16,"Regulator of RNA polymerase sigma(70) subunit, Rsd/AlgQ",Family,542,198,79911,147.4,37,Pfam full
PF03873.16,"Anti sigma-E protein RseA, C-terminal domain",Domain,415,117,22759,54.8,35,Pfam full
PF03872.16,"Anti sigma-E protein RseA, N-terminal domain",Domain,1269,389,118931,93.7,26,Pfam full
PF04246.15,"Positive regulator of sigma(E), RseC/MucC",Family,1541,329,199911,129.7,21,Pfam full
PF14876.9,Respiratory growth transcriptional regulator,Family,15,373,3057,203.8,18,Pfam full
PF02410.18,Ribosomal silencing factor during starvation,Family,9344,677,936671,100.2,33,Pfam full
PF03193.19,RsgA GTPase,Domain,8564,1111,1476214,172.4,34,Pfam full
PF16745.8,RsgA N-terminal domain,Domain,2618,169,147811,56.5,37,Pfam full
PF12791.10,Anti-sigma factor N-terminus,Family,449,126,23202,51.7,22,Pfam full
PF10099.12,Anti-sigma-K factor rskA,Family,3889,998,745798,191.8,18,Pfam full
PF08600.13,Rsm1-like,Domain,1155,404,103514,89.6,24,Pfam full
PF09243.13,Mitochondrial small ribosomal subunit Rsm22,Family,3247,1819,683311,210.4,21,Pfam full
PF17126.8,RsmF rRNA methyltransferase first C-terminal domain,Domain,882,185,56237,63.8,36,Pfam full
PF04378.16,"Ribosomal RNA large subunit methyltransferase D, RlmJ",Domain,2230,1171,537299,240.9,36,Pfam full
PF02714.18,"Calcium-dependent channel, 7TM region, putative phosphate",Family,10059,1376,2512614,249.8,24,Pfam full
PF13967.9,"Late exocytosis, associated with Golgi transport",Family,8791,897,1345690,153.1,22,Pfam full
PF17069.8,Arginine/Serine-Rich protein 1,Family,561,978,144275,257.2,40,Pfam full
PF11757.11,Suppressor of RNA silencing P21-like N-terminal domain,Domain,11,106,999,90.8,20,Pfam full
PF12174.11,RCD1-SRO-TAF4 (RST) plant domain,Domain,1705,157,110704,64.9,31,Pfam full
PF03113.17,Respiratory synctial virus non-structural protein NS2,Family,3,124,372,124.0,85,Pfam full
PF04479.16,RTA1 like protein,Family,8234,1260,1715564,208.4,27,Pfam full
PF06361.14,Rice tungro bacilliform virus P12 protein,Family,1,110,110,110.0,100,Pfam full
PF06216.14,Rice tungro bacilliform virus P46 protein,Family,1,389,389,389.0,100,Pfam full
PF01137.24,RNA 3'-terminal phosphate cyclase,Domain,3711,1550,1161507,313.0,25,Pfam full
PF14474.9,RTC4-like domain,Domain,987,384,112704,114.2,27,Pfam full
PF01139.20,tRNA-splicing ligase RtcB,Family,6107,2334,1923853,315.0,29,Pfam full
PF06956.14,Regulator of RNA terminal phosphate cyclase,Family,377,341,68067,180.5,49,Pfam full
PF05189.16,"RNA 3'-terminal phosphate cyclase (RTC), insert domain",Domain,2944,537,308810,104.9,31,Pfam full
PF09357.13,RteC protein,Family,903,471,169310,187.5,28,Pfam full
PF04641.15,Rtf2 RING-finger,Family,2312,1241,553563,239.4,25,Pfam full
PF02334.19,Replication terminator protein,Domain,104,209,11977,115.2,48,Pfam full
PF10363.12,Required for nuclear transport of RNA pol II C-terminus 1,Family,1267,471,146734,115.8,31,Pfam full
PF10304.12,Required for nuclear transport of RNA pol II C-terminus 2,Family,857,51,28765,33.6,37,Pfam full
PF07809.14,RTP801 C-terminal region,Family,753,267,87324,116.0,43,Pfam full
PF09510.13,Rtt102p-like transcription regulator protein,Family,41,249,5313,129.6,27,Pfam full
PF08512.15,Histone chaperone Rttp106-like,Domain,4637,337,419592,90.5,28,Pfam full
PF18215.4,Histone chaperone Rtt106 N-terminal domain,Domain,43,65,1979,46.0,32,Pfam full
PF16770.8,Regulator of Ty1 transposition protein 107 BRCT domain,Domain,2754,316,266380,96.7,26,Pfam full
PF16771.8,Regulator of Ty1 transposition protein 107 BRCT domain,Domain,76,190,8227,108.2,29,Pfam full
PF14726.9,"Rotatin, an armadillo repeat protein, centriole functioning",Family,521,211,50350,96.6,52,Pfam full
PF02382.18,N-terminal domain in RTX protein,Domain,22,412,6136,278.9,32,Pfam full
PF07634.14,RtxA repeat,Repeat,748,41,12972,17.3,37,Pfam full
PF08339.13,RTX C-terminal domain,Family,12,219,1585,132.1,28,Pfam full
PF17917.4,RNase H-like domain found in reverse transcriptase,Domain,16150,641,1552738,96.1,29,Pfam full
PF17919.4,RNase H-like domain found in reverse transcriptase,Domain,26244,723,2339514,89.1,29,Pfam full
PF14616.9,"Transcription regulator Rua1, C-terminal",Domain,814,570,89287,109.7,38,Pfam full
PF05750.14,Rubella capsid protein,Family,4,300,1200,300.0,99,Pfam full
PF05748.14,Rubella membrane glycoprotein E1,Family,4,496,1984,496.0,99,Pfam full
PF05749.14,Rubella membrane glycoprotein E2,Family,4,267,1068,267.0,97,Pfam full
PF09273.14,Rubisco LSMT substrate-binding,Domain,4179,907,537029,128.5,18,Pfam full
PF18087.4,Rubisco Assembly chaperone C-terminal domain,Domain,334,286,48468,145.1,36,Pfam full
PF00016.23,"Ribulose bisphosphate carboxylase large chain, catalytic domain",Domain,2894,766,718957,248.4,38,Pfam full
PF02788.19,"Ribulose bisphosphate carboxylase large chain, N-terminal domain",Domain,2231,335,256372,114.9,35,Pfam full
PF00101.23,"Ribulose bisphosphate carboxylase, small chain",Domain,2175,195,213481,98.2,36,Pfam full
PF12601.11,Rubivirus non-structural protein,Family,4,66,264,66.0,99,Pfam full
PF00301.23,Rubredoxin,Domain,4993,144,231285,46.3,48,Pfam full
PF18073.4,Rubredoxin metal binding domain,Domain,8679,37,242640,28.0,45,Pfam full
PF18267.4,Rubredoxin NAD+ reductase C-terminal domain,Domain,5532,200,384623,69.5,33,Pfam full
PF02915.20,Rubrerythrin,Domain,7735,726,899353,116.3,23,Pfam full
PF02759.22,RUN domain,Family,13727,1161,1879703,136.9,21,Pfam full
PF00853.22,Runt domain,Domain,2297,292,275237,119.8,78,Pfam full
PF08504.14,Runx inhibition domain,Family,1385,227,129438,93.5,68,Pfam full
PF05866.14,Endodeoxyribonuclease RusA,Family,1574,429,181588,115.4,21,Pfam full
PF07499.16,"RuvA, C-terminal domain",Domain,7434,110,353397,47.5,31,Pfam full
PF01330.24,RuvA N terminal domain,Domain,7785,172,478570,61.5,36,Pfam full
PF05491.16,RuvB C-terminal winged helix domain,Domain,7910,114,568199,71.8,54,Pfam full
PF05496.15,Holliday junction DNA helicase RuvB P-loop domain,Domain,9563,1182,1468624,153.6,52,Pfam full
PF02075.20,Crossover junction endodeoxyribonuclease RuvC,Domain,6948,756,1025459,147.6,40,Pfam full
PF18516.4,RuvC nuclease domain,Domain,36,564,13698,380.5,33,Pfam full
PF18541.4,RuvC endonuclease subdomain 3,Domain,651,508,91962,141.3,24,Pfam full
PF03652.18,Holliday junction resolvase,Family,8451,489,1124475,133.1,32,Pfam full
PF18993.3,Rv0078B-related antitoxin,Family,37,80,2060,55.7,27,Pfam full
PF18367.4,Rv2175c C-terminal domain of unknown function,Domain,1299,85,73388,56.5,54,Pfam full
PF16473.8,3'-5' exoribonuclease Rv2179c-like domain,Domain,1216,867,203906,167.7,23,Pfam full
PF08962.14,Rv2632c-like,Family,833,149,67742,81.3,40,Pfam full
PF01947.19,Chorismate pyruvate-lyase Rv2949c-like,Domain,389,575,57874,148.8,33,Pfam full
PF00665.29,Integrase core domain,Domain,45153,525,4502324,99.7,19,Pfam full
PF13333.9,Integrase core domain,Family,8690,231,469806,54.1,30,Pfam full
PF13683.9,Integrase core domain,Domain,10300,284,654272,63.5,28,Pfam full
PF00077.23,Retroviral aspartyl protease,Domain,2204,532,214131,97.2,21,Pfam full
PF08284.14,Retroviral aspartyl protease,Domain,10295,747,1124661,109.2,20,Pfam full
PF00078.30,Reverse transcriptase (RNA-dependent DNA polymerase),Domain,100689,1846,17181964,170.6,16,Pfam full
PF07727.17,Reverse transcriptase (RNA-dependent DNA polymerase),Family,23657,1949,3576586,151.2,25,Pfam full
PF13456.9,Reverse transcriptase-like,Domain,22150,876,2305820,104.1,19,Pfam full
PF06815.16,Reverse transcriptase connection domain,Domain,44,125,4475,101.7,63,Pfam full
PF13655.9,N-terminal domain of reverse transcriptase,Domain,1068,167,84379,79.0,44,Pfam full
PF06817.17,Reverse transcriptase thumb domain,Domain,1327,99,83498,62.9,52,Pfam full
PF05773.25,RWD domain,Domain,9850,770,1153052,117.1,20,Pfam full
PF02042.18,RWP-RK domain,Family,3674,194,178246,48.5,46,Pfam full
PF16810.8,"RXLR phytopathogen effector protein, Avirulence activity",Family,1372,730,177413,129.3,16,Pfam full
PF18634.4,RXLR phytopathogen effector protein WY-domain,Domain,261,110,13336,51.1,31,Pfam full
PF08595.14,"RXT2-like, N-terminal",Family,576,385,76913,133.5,34,Pfam full
PF08642.13,Histone deacetylation protein Rxt3,Family,958,433,95337,99.5,38,Pfam full
PF18052.4,Rx N-terminal domain,Domain,27303,476,3080001,112.8,18,Pfam full
PF01365.24,RIH domain,Repeat,9846,943,1850021,187.9,30,Pfam full
PF02026.19,RyR domain,Family,9927,320,871521,87.8,39,Pfam full
PF06085.14,Lipoprotein Rz1 precursor,Family,60,66,2490,41.5,49,Pfam full
PF05526.14,Rhodococcus equi virulence-associated protein,Family,33,261,4347,131.7,30,Pfam full
PF02773.19,"S-adenosylmethionine synthetase, C-terminal domain",Domain,12124,402,1675548,138.2,64,Pfam full
PF02772.19,"S-adenosylmethionine synthetase, central domain",Domain,12123,533,1456051,120.1,49,Pfam full
PF00438.23,"S-adenosylmethionine synthetase, N-terminal domain",Domain,12180,449,1203506,98.8,54,Pfam full
PF05756.14,S-antigen protein,Domain,9,109,808,89.8,69,Pfam full
PF07752.14,S-layer protein,Family,217,597,48282,222.5,27,Pfam full
PF18316.4,S-layer protein SbsC C-terminal domain,Domain,256,207,22013,86.0,25,Pfam full
PF02574.19,Homocysteine S-methyltransferase,Family,13090,1654,3750511,286.5,29,Pfam full
PF00575.26,S1 RNA binding domain,Domain,86303,484,6376338,73.9,25,Pfam full
PF14444.9,S1-like,Domain,1034,139,58943,57.0,65,Pfam full
PF02265.19,S1/P1 Nuclease,Domain,3701,1341,893139,241.3,26,Pfam full
PF15427.9,S100P-binding protein,Family,311,830,82521,265.3,42,Pfam full
PF03501.18,Plectin/S10 domain,Domain,2582,236,236383,91.6,59,Pfam full
PF04689.16,DNA binding protein S1FA,Family,345,122,22090,64.0,69,Pfam full
PF13509.9,S1 domain,Domain,3477,216,212230,61.0,32,Pfam full
PF10937.11,"Ribosomal protein S36, mitochondrial",Family,906,423,85573,94.5,31,Pfam full
PF01479.28,S4 domain,Domain,52484,174,2461307,46.9,25,Pfam full
PF07422.16,Sexual stage antigen s48/45 domain,Domain,830,568,98942,119.2,19,Pfam full
PF13275.9,S4 domain,Domain,3500,135,227241,64.9,37,Pfam full
PF15676.8,Six6 opposite strand transcript 1 family,Family,275,874,101901,370.5,41,Pfam full
PF05116.16,Sucrose-6F-phosphate phosphohydrolase,Family,2946,2065,668575,226.9,23,Pfam full
PF08472.13,Sucrose-6-phosphate phosphohydrolase C-terminal,Family,606,288,74590,123.1,47,Pfam full
PF16470.8,Peptidase S8 pro-domain,Domain,3913,267,288953,73.8,36,Pfam full
PF00277.21,Serum amyloid A protein,Family,608,222,59112,97.2,62,Pfam full
PF04382.16,SAB domain,Family,4680,110,227936,48.7,53,Pfam full
PF18304.4,SabA N-terminal extracellular adhesion domain,Domain,9,394,2095,232.8,40,Pfam full
PF12209.11,Leucine permease transcriptional regulator helical domain,Domain,71,105,5374,75.7,26,Pfam full
PF03399.19,SAC3/GANP family,Family,4843,1442,1208678,249.6,27,Pfam full
PF04455.15,LOR/SDH bifunctional enzyme conserved region,Family,769,230,74870,97.4,34,Pfam full
PF16653.8,Saccharopine dehydrogenase C-terminal domain,Domain,6979,1290,1895234,271.6,22,Pfam full
PF03435.21,Saccharopine dehydrogenase NADP binding domain,Family,12337,723,1547737,125.5,22,Pfam full
PF07738.16,Sad1 / UNC-like C-terminal,Family,7431,625,918600,123.6,24,Pfam full
PF02182.20,SAD/SRA domain,Domain,4643,825,699095,150.6,38,Pfam full
PF08573.13,DNA endonuclease activator SAE2/CtIP C-terminus,Domain,1703,544,116288,68.3,27,Pfam full
PF08666.15,SAF domain,Domain,10203,321,666045,65.3,21,Pfam full
PF09460.13,Saf-pilin pilus formation protein,Domain,2,145,286,143.0,49,Pfam full
PF04502.16,Saf4/Yju2 protein,Family,3640,1726,1021283,280.6,28,Pfam full
PF17073.8,Two-component-system connector protein,Family,4,67,261,65.2,95,Pfam full
PF18303.4,SAVED-fused 2TM effector domain,Domain,23,182,3407,148.1,25,Pfam full
PF04092.16,SRS domain,Family,1234,486,159573,129.3,19,Pfam full
PF12767.10,"Transcriptional regulator of RNA polII, SAGA, subunit",Family,2306,1204,492357,213.5,22,Pfam full
PF01259.21,SAICAR synthetase,Family,10318,1135,2478436,240.2,33,Pfam full
PF12115.11,Salivary protein of 15kDa inhibits CD4+ T cell activation,Family,8,210,879,109.9,14,Pfam full
PF09506.13,Glucosylglycerol-phosphate phosphatase (Salt_tol_Pase),Family,60,430,23001,383.4,52,Pfam full
PF19227.3,Salyut domain,Family,7,57,353,50.4,20,Pfam full
PF10806.11,"SAM35, subunit of SAM coomplex",Family,213,296,16741,78.6,34,Pfam full
PF16568.8,Tyrosine-rich domain of Sam68,Domain,1003,86,51677,51.5,59,Pfam full
PF05924.14,SAMP Motif,Motif,2241,32,48918,21.8,55,Pfam full
PF00536.33,SAM domain (Sterile alpha motif),Domain,49063,349,3105011,63.3,24,Pfam full
PF07647.20,SAM domain (Sterile alpha motif),Domain,26807,333,1747879,65.2,21,Pfam full
PF18016.4,SAM domain (Sterile alpha motif),Domain,3665,187,229987,62.8,41,Pfam full
PF18017.4,SAM domain (Sterile alpha motif),Domain,699,135,54614,78.1,52,Pfam full
PF01536.19,Adenosylmethionine decarboxylase,Family,2728,1460,864266,316.8,36,Pfam full
PF18255.4,DNA processing protein A sterile alpha motif domain,Domain,44,87,2732,62.1,48,Pfam full
PF18609.4,Exuperantia SAM-like domain,Domain,129,99,9204,71.3,36,Pfam full
PF20257.1,SAM hydroxide adenosyltransferase C-terminal domain,Domain,1976,285,176929,89.5,27,Pfam full
PF01887.19,SAM hydroxide adenosyltransferase N-terminal domain,Domain,1940,404,279744,144.2,35,Pfam full
PF13543.9,SAM like domain present in kinase suppressor RAS 1,Domain,989,147,65925,66.7,46,Pfam full
PF20406.1,Kinase suppressor RAS 1 N-terminal helical hairpin,Domain,738,98,39389,53.4,68,Pfam full
PF01698.19,Floricaula / Leafy protein SAM domain,Domain,227,100,17775,78.3,66,Pfam full
PF04445.16,Putative SAM-dependent methyltransferase,Family,1646,908,352612,214.2,30,Pfam full
PF02198.19,Sterile alpha motif (SAM)/Pointed domain,Domain,5719,241,474097,82.9,33,Pfam full
PF09235.13,"Ste50p, sterile alpha motif",Domain,33,179,2414,73.2,33,Pfam full
PF11822.11,"SANT and BTB domain regulator of CSR, BTB domain",Domain,643,361,64247,99.9,60,Pfam full
PF01342.24,SAND domain,Family,3059,267,227882,74.5,36,Pfam full
PF09133.13,SANTA (SANT Associated),Domain,985,277,85142,86.4,30,Pfam full
PF16282.8,SANT/Myb-like domain of DAMP1,Domain,1787,294,149443,83.6,47,Pfam full
PF02037.30,SAP domain,Domain,13967,73,483280,34.6,37,Pfam full
PF16014.8,Histone deacetylase complex subunit SAP130 C-terminus,Family,935,1118,304742,325.9,56,Pfam full
PF06487.15,Sin3 associated polypeptide p18 (SAP18),Family,1579,728,200532,127.0,40,Pfam full
PF15476.9,Histone deacetylase complex subunit SAP25,Family,169,399,29414,174.0,57,Pfam full
PF13867.9,Sin3 binding region of histone deacetylase complex subunit SAP30,Family,1923,147,95156,49.5,39,Pfam full
PF02199.18,Saposin A-type domain,Family,2026,62,65557,32.4,43,Pfam full
PF05184.18,"Saposin-like type B, region 1",Domain,5405,61,204548,37.8,29,Pfam full
PF03489.20,"Saposin-like type B, region 2",Family,6454,72,218620,33.9,31,Pfam full
PF07277.14,SapC,Family,1480,492,322810,218.1,28,Pfam full
PF16560.8,Putative mobile pathogenicity island,Family,5,226,679,135.8,54,Pfam full
PF04499.18,SIT4 phosphatase-associated protein,Family,7676,2856,1779310,231.8,21,Pfam full
PF18953.3,SAP domain-containing new25,Domain,366,80,18128,49.5,33,Pfam full
PF03058.17,Sar8.2 family,Family,17,108,1476,86.8,64,Pfam full
PF11409.11,Smad anchor for receptor activation (SARA),Family,686,61,26268,38.3,83,Pfam full
PF06682.15,SOCE-associated regulatory factor of calcium homoeostasis,Family,1173,1200,318931,271.9,32,Pfam full
PF04790.16,Sarcoglycan complex subunit protein,Family,1972,894,426876,216.5,37,Pfam full
PF05510.16,Sarcoglycan alpha/epsilon,Family,2277,1085,527296,231.6,38,Pfam full
PF05366.14,Sarcolipin,Family,98,37,3029,30.9,80,Pfam full
PF15385.9,Specifically androgen-regulated gene protein,Family,847,1653,199199,235.2,25,Pfam full
PF12383.11,Severe acute respiratory syndrome coronavirus 3b protein,Family,3,153,420,140.0,99,Pfam full
PF03343.16,SART-1 family,Family,2192,2148,914336,417.1,28,Pfam full
PF16531.8,Centriolar protein SAS N-terminal,Domain,989,515,98912,100.0,37,Pfam full
PF09368.13,Sas10 C-terminal domain,Domain,1625,146,120611,74.2,47,Pfam full
PF04000.18,Sas10/Utp3/C1D family,Family,3898,380,331489,85.0,23,Pfam full
PF15460.9,"Something about silencing, SAS, complex subunit 4",Family,553,252,53387,96.5,44,Pfam full
PF18594.4,Sas6/XLF/XRCC4 coiled-coil domain,Coiled-coil,387,48,11317,29.2,60,Pfam full
PF03629.21,"Carbohydrate esterase, sialic acid-specific acetylesterase",Domain,6635,1377,1290987,194.6,18,Pfam full
PF17041.8,E domain,Domain,20,48,960,48.0,81,Pfam full
PF00269.23,"Small, acid-soluble spore proteins, alpha/beta type",Family,4038,226,233531,57.8,40,Pfam full
PF04259.17,"Small, acid-soluble spore protein, gamma-type",Family,318,210,19403,61.0,36,Pfam full
PF15160.9,Spermatogenesis-associated serine-rich protein 1,Family,225,495,42641,189.5,52,Pfam full
PF16073.8,Starter unit:ACP transacylase in aflatoxin biosynthesis,Family,3516,1072,808841,230.0,20,Pfam full
PF06426.17,"Serine acetyltransferase, N-terminal",Domain,3273,346,297381,90.9,35,Pfam full
PF16264.8,SatD family (SatD),Family,620,800,117697,189.8,22,Pfam full
PF06106.14,S. aureus uracil DNA glycosylase inhibitor,Family,7,118,722,103.1,62,Pfam full
PF18145.4,SMODS-associated and fused to various effectors sensor domain,Domain,448,414,83622,186.7,17,Pfam full
PF11561.11,Single strand annealing-weakened 1,Family,63,676,12331,195.7,22,Pfam full
PF16719.8,SAWADEE domain,Domain,1196,424,148296,124.0,40,Pfam full
PF10340.12,Steryl acetyl hydrolase,Family,354,2109,95927,271.0,21,Pfam full
PF10260.12,Uncharacterized conserved domain (SAYSvFN),Domain,760,181,52230,68.7,41,Pfam full
PF18167.4,SMODS-associated NUDIX domain,Domain,71,304,13595,191.5,28,Pfam full
PF06739.14,Beta-propeller repeat,Repeat,1947,118,69093,35.5,34,Pfam full
PF13558.9,"SbcC/RAD50-like, Walker B motif",Domain,6344,248,534395,84.2,29,Pfam full
PF12320.11,Type 5 capsule protein repressor C-terminal domain,Domain,3179,311,298587,93.9,19,Pfam full
PF17882.4,OAA-family lectin sugar binding domain,Domain,194,254,14127,72.8,26,Pfam full
PF01172.21,Shwachman-Bodian-Diamond syndrome (SBDS) protein,Family,2721,444,241518,88.8,37,Pfam full
PF20268.1,"SBDS protein, C-terminal domain",Domain,1706,269,129956,76.2,31,Pfam full
PF09377.13,"SBDS protein, domain II",Domain,1859,259,133769,72.0,41,Pfam full
PF07005.14,Sugar-binding N-terminal domain,Domain,3835,842,849578,221.5,26,Pfam full
PF17076.8,"SBE2, cell-wall formation",Family,70,1897,41629,594.7,25,Pfam full
PF01758.19,Sodium Bile acid symporter family,Family,12868,943,2374527,184.5,23,Pfam full
PF12335.11,Myotubularin protein,Family,2161,774,415190,192.1,44,Pfam full
PF13593.9,SBF-like CPA transporter family (DUF4137),Domain,3929,1827,1126436,286.7,30,Pfam full
PF11621.11,C3 binding domain 4 of IgG-bind protein SBI,Domain,1,69,69,69.0,100,Pfam full
PF05992.15,SbmA/BacA-like family,Family,433,1732,129041,298.0,52,Pfam full
PF03110.17,SBP domain,Domain,4340,270,309695,71.4,61,Pfam full
PF05694.14,56kDa selenium binding protein (SBP56),Repeat,2191,1679,801995,366.0,40,Pfam full
PF01547.28,Bacterial extracellular solute-binding protein,Family,35190,2235,10501332,298.4,14,Pfam full
PF07596.14,Protein of unknown function (DUF1559),Family,7522,1913,1790188,238.0,21,Pfam full
PF13531.9,Bacterial extracellular solute-binding protein,Family,13763,2132,3279968,238.3,20,Pfam full
PF00497.23,"Bacterial extracellular solute-binding proteins, family 3",Domain,53227,2565,12051910,226.4,17,Pfam full
PF00496.25,"Bacterial extracellular solute-binding proteins, family 5 Middle",Domain,50123,2788,18427387,367.6,19,Pfam full
PF13343.9,Bacterial extracellular solute-binding protein,Family,10577,1491,2524561,238.7,17,Pfam full
PF13416.9,Bacterial extracellular solute-binding protein,Family,44265,2483,13379300,302.3,14,Pfam full
PF18058.4,SbsC C-terminal domain,Domain,115,247,13999,121.7,23,Pfam full
PF05982.15,Na+-dependent bicarbonate transporter superfamily,Family,1122,594,345284,307.7,39,Pfam full
PF08313.15,"SCA7, zinc-binding domain",Domain,2727,151,175315,64.3,45,Pfam full
